name,price,link,company,product_seq,image,form_factor,interface,protocol,volume,memory_type,nand,ram_type,ram_mounted,sequential_read,sequential_write,read_iops,write_iops,heatsink,rgbled,as_year,support_option,reg_date,bookmark
SK하이닉스 PC801 M.2 NVMe 벌크,17910.0,https://prod.danawa.com/info/?pcode=19826411&cate=112760,SK하이닉스,19826411,//img.danawa.com/prod_img/500000/411/826/img/19826411_1.jpg?shrink=330:*&_v=20230418111649,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,256GB,,3D낸드,,,"4,400","2,350",480,500,0,0,nan,0,202304,
트랜센드 MTE370T M.2 2230 NVMe,45980.0,https://prod.danawa.com/info/?pcode=17782142&cate=112760,트랜센드,17782142,//img.danawa.com/prod_img/500000/142/782/img/17782142_1.jpg?shrink=330:*&_v=20220905111750,M.2 (2230),PCIe3.0x4 (32GT/s),NVMe 1.3,256GB,,3D낸드,,,"2,000","1,500",90,220,0,0,3,47,202209,
디오테라 ROIPLE Ray UP M.2 NVMe,61460.0,https://prod.danawa.com/info/?pcode=12720389&cate=112760,디오테라,12720389,//img.danawa.com/prod_img/500000/389/720/img/12720389_1.jpg?shrink=330:*&_v=20201119111711,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,1GB,DRAM 탑재,"3,400","3,000",680,560,0,0,5,40,202011,
트랜센드 MTE470A M.2 2242 NVMe,65160.0,https://prod.danawa.com/info/?pcode=18182000&cate=112760,트랜센드,18182000,//img.danawa.com/prod_img/500000/000/182/img/18182000_1.jpg?shrink=330:*&_v=20221104124542,M.2 (2242),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,,3D낸드,,,"2,000",900,53,235,0,0,3,9,202211,
에이서 프레데터 GM3500 M.2 NVMe,56770.0,https://prod.danawa.com/info/?pcode=14694626&cate=112760,에이서,14694626,//img.danawa.com/prod_img/500000/626/694/img/14694626_1.jpg?shrink=330:*&_v=20210714151300,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,,3D낸드,DDR3 512MB,DRAM 탑재,"3,400","2,400",190,350,0,0,5,63,202107,
트랜센드 SSD370S,154660.0,https://prod.danawa.com/info/?pcode=3190087&cate=112760,트랜센드,3190087,//img.danawa.com/prod_img/500000/087/190/img/3190087_1.jpg?shrink=330:*&_v=20200421151237,6.4cm(2.5형),SATA3(6Gb/s),,256GB,MLC(동기식),,,DRAM 탑재,560,320,70,70,0,0,3,27,201505,
태경리테일 TKL UL-SATA3,108770.0,https://prod.danawa.com/info/?pcode=18920540&cate=112760,태경리테일,18920540,//img.danawa.com/prod_img/500000/540/920/img/18920540_1.jpg?shrink=330:*&_v=20230203132439,6.4cm(2.5형),SATA3 (6Gb/s),,2TB,,3D낸드,,,nan,nan,nan,nan,0,0,3,0,202302,
HP EX900 Plus M.2 NVMe,121000.0,https://prod.danawa.com/info/?pcode=18358799&cate=112760,HP,18358799,//img.danawa.com/prod_img/500000/799/358/img/18358799_1.jpg?shrink=330:*&_v=20221123161546,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,2TB,TLC(기타),3D낸드,,,"3,150","2,600",379,280,0,0,5,11,202211,
디오테라 VIVA 300S LITE mSATA,37990.0,https://prod.danawa.com/info/?pcode=5592212&cate=112760,디오테라,5592212,//img.danawa.com/prod_img/500000/212/592/img/5592212_1.jpg?shrink=330:*&_v=20171027153626,Mini SATA(mSATA),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,540,470,nan,nan,0,0,3,25,201710,
Western Digital WD BLACK SN850X 히트싱크 M.2 NVMe 해외구매,117790.0,https://prod.danawa.com/info/?pcode=18684149&cate=112760,Western Digital,18684149,//img.danawa.com/prod_img/500000/149/684/img/18684149_1.jpg?shrink=330:*&_v=20230106084540,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,TLC(기타),3D낸드,,DRAM 탑재,"7,300","6,300","1,200","1,100",0,0,nan,9,202301,
Plextor M10P M.2 NVMe,380000.0,https://prod.danawa.com/info/?pcode=15775862&cate=112760,Plextor,15775862,//img.danawa.com/prod_img/500000/862/775/img/15775862_1.jpg?shrink=330:*&_v=20211124173357,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,DDR4 2GB,DRAM 탑재,"7,000","5,000",650,550,0,0,5,41,202111,
한캐스트 세븐스타 STN M.2 NVMe,50950.0,https://prod.danawa.com/info/?pcode=7923859&cate=112760,한캐스트,7923859,//img.danawa.com/prod_img/500000/859/923/img/7923859_1.jpg?shrink=330:*&_v=20230526141002,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"2,233","1,795",323,270,0,0,3,47,201905,
마이크론 Crucial MX500 해외구매,147740.0,https://prod.danawa.com/info/?pcode=5896585&cate=112760,마이크론 Crucial,5896585,//img.danawa.com/prod_img/500000/585/896/img/5896585_1.jpg?shrink=330:*&_v=20180219105340,6.4cm(2.5형),SATA3 (6Gb/s),,2TB,TLC(기타),3D낸드,,,560,510,95,90,0,0,nan,59,201802,
HIKSEMI WAVE M.2 NVMe,48000.0,https://prod.danawa.com/info/?pcode=19843397&cate=112760,HIKSEMI,19843397,//img.danawa.com/prod_img/500000/397/843/img/19843397_1.jpg?shrink=330:*&_v=20230503095513,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,1TB,TLC(기타),3D낸드,,,"2,460",2.475,400,345,0,0,3,0,202304,
실리콘파워 P44 XS70 M.2 NVMe,109000.0,https://prod.danawa.com/info/?pcode=16523393&cate=112760,실리콘파워,16523393,//img.danawa.com/prod_img/500000/393/523/img/16523393_1.jpg?shrink=330:*&_v=20230310162546,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,1TB,,,확인요망,DRAM 탑재,"7,300","6,000",750,"1,000",0,0,5,36,202203,
장우컴퍼니 JW JP600 M.2 NVMe 벌크,59670.0,https://prod.danawa.com/info/?pcode=12952127&cate=112760,장우컴퍼니,12952127,//img.danawa.com/prod_img/500000/127/952/img/12952127_1.jpg?shrink=330:*&_v=20201218112723,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,확인요망,,"2,100","1,800",nan,nan,0,0,3,0,202012,
조이쿨 2.5/3.5 to 5.25 가이드,1590.0,https://prod.danawa.com/info/?pcode=14904665&cate=112760,조이쿨,14904665,//img.danawa.com/prod_img/500000/665/904/img/14904665_1.jpg?shrink=330:*&_v=20210803125000,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202108,
젬스톤 GSTON GSM300 mSATA,26210.0,https://prod.danawa.com/info/?pcode=18563495&cate=112760,젬스톤,18563495,//img.danawa.com/prod_img/500000/495/563/img/18563495_1.jpg?shrink=330:*&_v=20230118151311,Mini SATA(mSATA),SATA3 (6Gb/s),,128GB,TLC(기타),3D낸드,,,500,450,nan,nan,0,0,3,42,202212,
젬스톤 GSTON GSM1000 M.2 NVMe,31900.0,https://prod.danawa.com/info/?pcode=18270161&cate=112760,젬스톤,18270161,//img.danawa.com/prod_img/500000/161/270/img/18270161_1.jpg?shrink=330:*&_v=20230118154010,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,TLC(기타),3D낸드,,,"2,100","1,690",nan,nan,0,0,3,0,202211,
GIGABYTE GP-GSM2NE3 M.2 NVMe 제이씨현,40990.0,https://prod.danawa.com/info/?pcode=16662131&cate=112760,GIGABYTE,16662131,//img.danawa.com/prod_img/500000/131/662/img/16662131_1.jpg?shrink=330:*&_v=20220323152334,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,512GB,TLC(기타),,,,"1,700","1,550",270,340,0,0,5,73,201910,
래안텍 RASSD620 M.2 NVMe,27550.0,https://prod.danawa.com/info/?pcode=13302971&cate=112760,래안텍,13302971,//img.danawa.com/prod_img/500000/971/302/img/13302971_1.jpg?shrink=330:*&_v=20210720144834,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,DDR4 512MB,DRAM 탑재,"3,500","1,200",nan,nan,0,0,5,0,202102,
YMTC ZHITAI SC001,33700.0,https://prod.danawa.com/info/?pcode=13725794&cate=112760,YMTC,13725794,//img.danawa.com/prod_img/500000/794/725/img/13725794_1.jpg?shrink=330:*&_v=20220608162132,6.4cm(2.5형),SATA3 (6Gb/s),,512GB,,3D낸드,,,520,510,80,70,0,0,3,16,202102,
HP S650,17800.0,https://prod.danawa.com/info/?pcode=16039004&cate=112760,HP,16039004,//img.danawa.com/prod_img/500000/004/039/img/16039004_1.jpg?shrink=330:*&_v=20211227162445,6.4cm(2.5형),SATA3 (6Gb/s),,120GB,,,,,560,480,nan,nan,0,0,3,63,202112,
MG BX3510 하드보관함,26500.0,https://prod.danawa.com/info/?pcode=15725393&cate=112760,MG,15725393,//img.danawa.com/prod_img/500000/393/725/img/15725393_1.jpg?shrink=330:*&_v=20211119163337,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202111,
디오테라 VIVA 400S PRO,33520.0,https://prod.danawa.com/info/?pcode=6316447&cate=112760,디오테라,6316447,//img.danawa.com/prod_img/500000/447/316/img/6316447_1.jpg?shrink=330:*&_v=20180718174008,6.4cm(2.5형),SATA3 (6Gb/s),,128GB,MLC(기타),3D낸드,,,560,470,nan,nan,0,0,3,25,201807,
컴이지 KINGDOM WK M.2 NVMe,52500.0,https://prod.danawa.com/info/?pcode=20247617&cate=112760,컴이지,20247617,//img.danawa.com/prod_img/500000/617/247/img/20247617_1.jpg?shrink=330:*&_v=20230608164311,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,1TB,TLC(기타),3D낸드,,,"2,087","1,676",nan,nan,0,0,3,59,202305,
라이트컴 COMS M.2 to SATA 컨버터,9070.0,https://prod.danawa.com/info/?pcode=4739397&cate=112760,라이트컴 COMS,4739397,//img.danawa.com/prod_img/500000/397/739/img/4739397_1.jpg?shrink=330:*&_v=20171010122140,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201612,
CORSAIR MP600 PRO LPX M.2 NVMe 해외구매,174300.0,https://prod.danawa.com/info/?pcode=17887241&cate=112760,CORSAIR,17887241,//img.danawa.com/prod_img/500000/241/887/img/17887241_1.jpg?shrink=330:*&_v=20220922110715,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"7,100","6,800","1,000","1,200",0,0,nan,27,202209,
마하링크 2.5 가이드,990.0,https://prod.danawa.com/info/?pcode=2680556&cate=112760,마하링크,2680556,//img.danawa.com/prod_img/500000/556/680/img/2680556_1.jpg?shrink=330:*&_v=20171011201236,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201406,
마이크론 1300 SSD 벌크,79790.0,https://prod.danawa.com/info/?pcode=18068192&cate=112760,마이크론,18068192,//img.danawa.com/prod_img/500000/192/068/img/18068192_1.jpg?shrink=330:*&_v=20221021183921,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,TLC(기타),3D낸드,DDR3 1GB,DRAM 탑재,530,520,90,87,0,0,nan,26,202210,
트랜센드 SSD220S,26280.0,https://prod.danawa.com/info/?pcode=3975348&cate=112760,트랜센드,3975348,//img.danawa.com/prod_img/500000/348/975/img/3975348_1.jpg?shrink=330:*&_v=20191031114259,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(기타),3D낸드,,,500,330,40,75,0,0,3,31,201604,
에이서 FA100 M.2 NVMe,42680.0,https://prod.danawa.com/info/?pcode=13355141&cate=112760,에이서,13355141,//img.danawa.com/prod_img/500000/141/355/img/13355141_1.jpg?shrink=330:*&_v=20210209170639,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.4,512GB,,,,,"3,200","2,200",190,296,0,0,5,48,202102,
삼성전자 PM981 M.2 NVMe 벌크,21470.0,https://prod.danawa.com/info/?pcode=7063738&cate=112760,삼성전자,7063738,//img.danawa.com/prod_img/500000/738/063/img/7063738_1.jpg?shrink=330:*&_v=20200513172521,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,,DRAM 탑재,"3,000","1,800",270,420,0,0,nan,4,201803,
KingDian S390,31890.0,https://prod.danawa.com/info/?pcode=6246418&cate=112760,KingDian,6246418,//img.danawa.com/prod_img/500000/418/246/img/6246418_1.jpg?shrink=330:*&_v=20230208150039,6.4cm(2.5형),SATA3 (6Gb/s),,512GB,TLC(기타),3D낸드,,,559,515,71,69,0,0,3,59,201806,
라이트컴 COMS IF796 M.2 NVMe to PCIe 컨버터,6240.0,https://prod.danawa.com/info/?pcode=13187813&cate=112760,라이트컴,13187813,//img.danawa.com/prod_img/500000/813/187/img/13187813_1.jpg?shrink=330:*&_v=20210224165204,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202101,
이지넷유비쿼터스 M.2 to SATA 변환 어댑터,20700.0,https://prod.danawa.com/info/?pcode=9652941&cate=112760,이지넷유비쿼터스,9652941,//img.danawa.com/prod_img/500000/941/652/img/9652941_1.jpg?shrink=330:*&_v=20191010151839,,,,,,,,,nan,nan,nan,nan,0,0,1,0,201910,
디오테라 VIVA 400s,19890.0,https://prod.danawa.com/info/?pcode=6019112&cate=112760,디오테라,6019112,//img.danawa.com/prod_img/500000/112/019/img/6019112_1.jpg?shrink=330:*&_v=20180402154327,6.4cm(2.5형),SATA3 (6Gb/s),,240GB,TLC(기타),3D낸드,,,560,520,nan,nan,0,0,3,25,201804,
디지탈그리고나 e-STAR SX301 mSATA,31180.0,https://prod.danawa.com/info/?pcode=4576786&cate=112760,디지탈그리고나 e-STAR,4576786,//img.danawa.com/prod_img/500000/786/576/img/4576786_1.jpg?shrink=330:*&_v=20180327105853,Mini SATA(mSATA),SATA3 (6Gb/s),,128GB,TLC(토글),,,,550,450,nan,nan,0,0,nan,40,201610,
에이서 SA100,19800.0,https://prod.danawa.com/info/?pcode=13342658&cate=112760,에이서,13342658,//img.danawa.com/prod_img/500000/658/342/img/13342658_1.jpg?shrink=330:*&_v=20210208165940,6.4cm(2.5형),SATA3 (6Gb/s),,120GB,,3D낸드,,,561,474,nan,nan,0,0,3,0,202102,
J&A LEVEN JP600 M.2 NVMe,62000.0,https://prod.danawa.com/info/?pcode=11284419&cate=112760,J&A,11284419,//img.danawa.com/prod_img/500000/419/284/img/11284419_1.jpg?shrink=330:*&_v=20200513171902,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"2,100","1,800",150,120,0,0,3,0,202005,
이지넷유비쿼터스 NEXT-418U3 SATA,18200.0,https://prod.danawa.com/info/?pcode=3229500&cate=112760,이지넷유비쿼터스,3229500,//img.danawa.com/prod_img/500000/500/229/img/3229500_1.jpg?shrink=330:*&_v=20181026093959,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201506,
J&A LEVEN JMS600 mSATA,22990.0,https://prod.danawa.com/info/?pcode=11844220&cate=112760,J&A,11844220,//img.danawa.com/prod_img/500000/220/844/img/11844220_1.jpg?shrink=330:*&_v=20220527134320,Mini SATA(mSATA),SATA3 (6Gb/s),,64GB,TLC(기타),3D낸드,,,300,200,71,61,0,0,3,0,202007,
리뷰안 NX2300 M.2 NVMe,75070.0,https://prod.danawa.com/info/?pcode=11838058&cate=112760,리뷰안,11838058,//img.danawa.com/prod_img/500000/058/838/img/11838058_1.jpg?shrink=330:*&_v=20210325111720,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,DRAM 탑재,"3,500",nan,323,270,0,0,5,47,202007,
케이엘시스템 KLcom SATA to USB 2.0 컨버터,3720.0,https://prod.danawa.com/info/?pcode=3730877&cate=112760,케이엘시스템 KLcom,3730877,//img.danawa.com/prod_img/500000/877/730/img/3730877_1.jpg?shrink=330:*&_v=20171013150535,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201601,
CORSAIR MP600 PRO NH M.2 NVMe 해외구매,170450.0,https://prod.danawa.com/info/?pcode=19100393&cate=112760,CORSAIR,19100393,//img.danawa.com/prod_img/500000/393/100/img/19100393_1.jpg?shrink=330:*&_v=20230221192005,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe 1.4,2TB,TLC(기타),3D낸드,,,"7,000","5,700","1,000","1,200",0,0,nan,0,202211,
에이서 프레데터 GM7000 M.2 NVMe,198000.0,https://prod.danawa.com/info/?pcode=16039991&cate=112760,에이서,16039991,//img.danawa.com/prod_img/500000/991/039/img/16039991_1.jpg?shrink=330:*&_v=20230203162706,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,2TB,,,2GB,DRAM 탑재,"7,400","6,700",700,700,0,0,5,63,202112,
라이트컴 COMS IF795 mSATA/M.2 to PCIe 컨버터,17790.0,https://prod.danawa.com/info/?pcode=13187417&cate=112760,라이트컴,13187417,//img.danawa.com/prod_img/500000/417/187/img/13187417_1.jpg?shrink=330:*&_v=20210224165123,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202101,
마이크론 2200 M.2 NVMe 벌크,83420.0,https://prod.danawa.com/info/?pcode=18074213&cate=112760,마이크론,18074213,//img.danawa.com/prod_img/500000/213/074/img/18074213_1.jpg?shrink=330:*&_v=20221024140048,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.2,1TB,TLC(기타),3D낸드,DDR4 1GB,DRAM 탑재,"3,000","1,575",240,240,0,0,nan,8,202210,
명정보기술 MyStor S910e Series M.2 NVMe,22770.0,https://prod.danawa.com/info/?pcode=16410950&cate=112760,명정보기술,16410950,//img.danawa.com/prod_img/500000/950/410/img/16410950_1.jpg?shrink=330:*&_v=20220425164348,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,256GB,TLC(기타),3D낸드,,,"1,400",600,nan,nan,0,0,3,25,202202,
트로이씨앤씨 MTros MS820 SSD,30520.0,https://prod.danawa.com/info/?pcode=9469365&cate=112760,트로이씨앤씨,9469365,//img.danawa.com/prod_img/500000/365/469/img/9469365_1.jpg?shrink=330:*&_v=20191002114316,6.4cm(2.5형),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,560,510,nan,nan,0,0,3,59,201909,
EVERCOOL COOLMARKER 5.25베이 HDD/SSD 가이드,1540.0,https://prod.danawa.com/info/?pcode=6912064&cate=112760,EVERCOOL,6912064,//img.danawa.com/prod_img/500000/064/912/img/6912064_1.jpg?shrink=330:*&_v=20181220172605,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201812,
강원전자 ineo I-NC10 알루미늄 하드디스크 보관함,47330.0,https://prod.danawa.com/info/?pcode=2638370&cate=112760,강원전자 ineo,2638370,//img.danawa.com/prod_img/500000/370/638/img/2638370_1.jpg?shrink=330:*&_v=20171020114126,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201310,
SilverStone 5.25형 가이드,12230.0,https://prod.danawa.com/info/?pcode=2492532&cate=112760,SilverStone,2492532,//img.danawa.com/prod_img/500000/532/492/img/2492532_1.jpg?shrink=330:*&_v=20171019175504,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201403,
케이엘시스템 KLcom SATA to USB 3.0 컨버터,6040.0,https://prod.danawa.com/info/?pcode=6123717&cate=112760,케이엘시스템 KLcom,6123717,//img.danawa.com/prod_img/500000/717/123/img/6123717_1.jpg?shrink=330:*&_v=20220218162121,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201805,
조이쿨 3.5 변환 SSD 가이드,680.0,https://prod.danawa.com/info/?pcode=13105946&cate=112760,조이쿨,13105946,//img.danawa.com/prod_img/500000/946/105/img/13105946_1.jpg?shrink=330:*&_v=20210111112435,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202101,
이메이션 Z991 M.2 NVMe,138890.0,https://prod.danawa.com/info/?pcode=15807905&cate=112760,이메이션,15807905,//img.danawa.com/prod_img/500000/905/807/img/15807905_1.jpg?shrink=330:*&_v=20221114164423,M.2 (2280),PCIe4.0x4 (64GT/s),NVMe,1TB,,3D낸드,,,"7,000","5,500",nan,nan,0,0,5,41,202111,
강원전자 ineo I-NC23 알루미늄 하드디스크 보관함,41440.0,https://prod.danawa.com/info/?pcode=2638398&cate=112760,강원전자 ineo,2638398,//img.danawa.com/prod_img/500000/398/638/img/2638398_1.jpg?shrink=330:*&_v=20171020110406,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201310,
뉴젠테크 Theta HDD CASE 하드보관함,1450.0,https://prod.danawa.com/info/?pcode=1667356&cate=112760,뉴젠테크,1667356,//img.danawa.com/prod_img/500000/356/667/img/1667356_1.jpg?shrink=330:*&_v=20230413174330,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201204,
실리콘파워 P34 UD70 M.2 NVMe,72990.0,https://prod.danawa.com/info/?pcode=13409324&cate=112760,실리콘파워,13409324,//img.danawa.com/prod_img/500000/324/409/img/13409324_1.jpg?shrink=330:*&_v=20210219133625,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,500GB,QLC,3D낸드,,DRAM 탑재,"3,400","1,000",nan,nan,0,0,5,36,202102,
ICY DOCK SATA to PCIe 변환 어댑터,64190.0,https://prod.danawa.com/info/?pcode=11868379&cate=112760,ICY DOCK,11868379,//img.danawa.com/prod_img/500000/379/868/img/11868379_1.jpg?shrink=330:*&_v=20200723101813,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202007,
디지탈그리고나 e-STAR ST983 M.2 NVMe,74800.0,https://prod.danawa.com/info/?pcode=9550347&cate=112760,디지탈그리고나 e-STAR,9550347,//img.danawa.com/prod_img/500000/347/550/img/9550347_1.jpg?shrink=330:*&_v=20200513164526,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe 1.3,1TB,TLC(기타),3D낸드,,,"3,300","3,100",nan,nan,0,0,3,9,201909,
한창코퍼레이션 Cloud M.2 NVMe,20740.0,https://prod.danawa.com/info/?pcode=11012085&cate=112760,한창코퍼레이션,11012085,//img.danawa.com/prod_img/500000/085/012/img/11012085_1.jpg?shrink=330:*&_v=20200513164254,M.2 (2280),PCIe3.0x4 (32GT/s),NVMe,256GB,TLC(기타),3D낸드,,,"1,900","1,000",nan,nan,0,0,3,13,202004,
한창코퍼레이션 Cloud M.2 SATA,18710.0,https://prod.danawa.com/info/?pcode=10839261&cate=112760,한창코퍼레이션,10839261,//img.danawa.com/prod_img/500000/261/839/img/10839261_1.jpg?shrink=330:*&_v=20200513164254,M.2 (2280),SATA3 (6Gb/s),,256GB,TLC(기타),3D낸드,,,480,450,nan,nan,0,0,3,9,202003,
라인업시스템 LANSTAR mSATA to PCIe 카드,4600.0,https://prod.danawa.com/info/?pcode=5615337&cate=112760,라인업시스템 LANSTAR,5615337,//img.danawa.com/prod_img/500000/337/615/img/5615337_1.jpg?shrink=330:*&_v=20171106191336,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201711,
CORSAIR MP700 M.2 NVMe 해외구매,271010.0,https://prod.danawa.com/info/?pcode=27697328&cate=112760,CORSAIR,27697328,//img.danawa.com/prod_img/500000/328/697/img/27697328_1.jpg?shrink=330:*&_v=20230822161824,M.2 (2280),PCIe5.0x4 (128GT/s),NVMe 2.0,2TB,TLC(기타),3D낸드,확인요망,DRAM 탑재,"10,000","10,000","1,500","1,700",0,0,nan,11,202308,
마이크론 2450 M.2 2242 NVMe 벌크,14660.0,https://prod.danawa.com/info/?pcode=19960094&cate=112760,마이크론,19960094,//img.danawa.com/prod_img/500000/094/960/img/19960094_1.jpg?shrink=330:*&_v=20230427143330,M.2 (2242),PCIe4.0x4 (64GT/s),NVMe 1.4,256GB,,3D낸드,,,"3,500",1.600,190,400,0,0,nan,0,202304,
Western Digital WD BLACK AN1500 PCIe NVMe 해외구매,285490.0,https://prod.danawa.com/info/?pcode=13875032&cate=112760,Western Digital,13875032,//img.danawa.com/prod_img/500000/032/875/img/13875032_1.jpg?shrink=330:*&_v=20210413103735,PCIe 카드,PCIe3.0x8 (64GT/s),NVMe,1TB,,3D낸드,,,"6,500","4,100",nan,nan,0,0,nan,9,202012,
베이스캠프 BC-G2535 SSD 가이드,1280.0,https://prod.danawa.com/info/?pcode=1991160&cate=112760,베이스캠프,1991160,//img.danawa.com/prod_img/500000/160/991/img/1991160_1.jpg?shrink=330:*&_v=20171011203132,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201304,
강원전자 ineo I-NC25 알루미늄 하드디스크 보관함,43500.0,https://prod.danawa.com/info/?pcode=2621608&cate=112760,강원전자 ineo,2621608,//img.danawa.com/prod_img/500000/608/621/img/2621608_1.jpg?shrink=330:*&_v=20171020103608,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201310,
유커머스 UC-CP86 듀얼 M.2 to PCI-E 컨버터,7890.0,https://prod.danawa.com/info/?pcode=13389554&cate=112760,유커머스,13389554,//img.danawa.com/prod_img/500000/554/389/img/13389554_1.jpg?shrink=330:*&_v=20210217152732,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202102,
KINGMAX 3.5 듀얼 브라켓,830.0,https://prod.danawa.com/info/?pcode=3062458&cate=112760,KINGMAX,3062458,//img.danawa.com/prod_img/500000/458/062/img/3062458_1.jpg?shrink=330:*&_v=20171011192407,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,201503,
TeamGroup CX1,98290.0,https://prod.danawa.com/info/?pcode=12714437&cate=112760,TeamGroup,12714437,//img.danawa.com/prod_img/500000/437/714/img/12714437_1.jpg?shrink=330:*&_v=20201118154208,6.4cm(2.5형),SATA3 (6Gb/s),,960GB,,3D낸드,,,540,490,nan,nan,0,0,3,36,202011,
라이트컴 COMS IH371 M.2 to SATA 컨버터,22020.0,https://prod.danawa.com/info/?pcode=27884375&cate=112760,라이트컴,27884375,//img.danawa.com/prod_img/500000/375/884/img/27884375_1.jpg?shrink=330:*&_v=20230830095355,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202308,
ORICO PHA35 HDD보관함,10990.0,https://prod.danawa.com/info/?pcode=20781266&cate=112760,ORICO,20781266,//img.danawa.com/prod_img/500000/266/781/img/20781266_1.jpg?shrink=330:*&_v=20230704180605,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202307,
Western Digital WD SN740 M.2 2230 NVMe 벌크,,https://prod.danawa.com/info/?pcode=19160081&cate=112760,Western Digital,19160081,//img.danawa.com/prod_img/500000/081/160/img/19160081_1.jpg?shrink=330:*&_v=20230227134012,M.2 (2230),PCIe4.0x4 (64GT/s),NVMe 1.4,256GB,,3D낸드,,,"4,000","2,000",270,470,0,0,nan,0,202302,
TeamGroup CX2,59650.0,https://prod.danawa.com/info/?pcode=12714596&cate=112760,TeamGroup,12714596,//img.danawa.com/prod_img/500000/596/714/img/12714596_1.jpg?shrink=330:*&_v=20210310111416,6.4cm(2.5형),SATA3 (6Gb/s),,1TB,,3D낸드,,,540,490,nan,nan,0,0,3,36,202011,
조이쿨 2.5 to 3.5 레드 가이드,460.0,https://prod.danawa.com/info/?pcode=14535221&cate=112760,조이쿨,14535221,//img.danawa.com/prod_img/500000/221/535/img/14535221_1.jpg?shrink=330:*&_v=20210621153652,,,,,,,,,nan,nan,nan,nan,0,0,nan,0,202106,
이지넷유비쿼터스 mSATA to SATA 변환 어댑터,20700.0,https://prod.danawa.com/info/?pcode=9651540&cate=112760,이지넷유비쿼터스,9651540,//img.danawa.com/prod_img/500000/540/651/img/9651540_1.jpg?shrink=330:*&_v=20191010145607,,,,,,,,,nan,nan,nan,nan,0,0,1,0,201910,
