name,price,link,company,product_seq,image,category,size,power_included,power_support,board_support,bay_133,bay_89,bay_64,pci_horizontal,pci_vertical,cooling_fan,led_fan,front_type,side_open,side_type,back_vent,front_vent,top_vent,bottom_vent,external_port,width,height,depth,gpu_size,cpu_cooler_size,power_size,liquid_cooler,radiator_top,radiator_front,radiator_rear,radiator_side,feature,led_color,reg_date,bookmark
Antec P20C METAL MESH 강화유리 (White),119900.0,https://prod.danawa.com/info/?pcode=21566258&cate=112775,Antec,21566258,//img.danawa.com/prod_img/500000/258/566/img/21566258_1.jpg?shrink=330:*&_v=20230801105220,PC케이스(ATX),미들타워,파워미포함,표준-ATX,23,,2,2,7.0,,3.0,,,,강화유리,,120mm x3,,,10,220.0,490.0,469.0,375.0,170.0,410.0,3.0,360.0,360.0,120.0,,0,,202307,
마이크로닉스 COOLMAX HAMMER,28590.0,https://prod.danawa.com/info/?pcode=16986524&cate=112775,마이크로닉스,16986524,//img.danawa.com/prod_img/500000/524/986/img/16986524_1.jpg?shrink=330:*&_v=20220916151633,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,1.0,1,일반(솔리드),,아크릴,120mm LED x1,,,,19,200.0,455.0,365.0,325.0,160.0,159.0,3.0,,360.0,,,0,,202205,
앱코 G20M 미니킬러 (블랙),33500.0,https://prod.danawa.com/info/?pcode=16185335&cate=112775,앱코,16185335,//img.danawa.com/prod_img/500000/335/185/img/16185335_1.jpg?shrink=330:*&_v=20220525124651,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,1.0,1,일반(솔리드),스윙도어,강화유리,120mm LED x1,,,,3,200.0,405.0,340.0,325.0,157.0,190.0,3.0,240.0,240.0,120.0,,0,화이트,202201,
3RSYS L700 Quiet (블랙),93000.0,https://prod.danawa.com/info/?pcode=17409158&cate=112775,3RSYS,17409158,//img.danawa.com/prod_img/500000/158/409/img/17409158_1.jpg?shrink=330:*&_v=20230525171623,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,2,7.0,,4.0,,,스윙도어,강화유리,120mm x1,120mm x3,,,6,221.0,492.0,448.0,375.0,170.0,,3.0,360.0,360.0,120.0,,0,,202207,
3RSYS T840 풍통 (블랙),105000.0,https://prod.danawa.com/info/?pcode=13933289&cate=112775,3RSYS,13933289,//img.danawa.com/prod_img/500000/289/933/img/13933289_1.jpg?shrink=330:*&_v=20230525171622,PC케이스(ATX),빅타워,파워미포함,표준-ATX,23,,2,2,11.0,,5.0,5,,,강화유리,140mm LED x2,140mm LED x3,,,3,249.1,566.8,465.6,355.0,180.0,,4.0,360.0,480.0,240.0,,0,RGB,202104,
아이구주 HATCH 1 야인 (블랙),24800.0,https://prod.danawa.com/info/?pcode=15407192&cate=112775,아이구주,15407192,//img.danawa.com/prod_img/500000/192/407/img/15407192_1.jpg?shrink=330:*&_v=20211015091300,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,4,4.0,,1.0,,,,,120mm x1,,,,3,190.0,353.0,300.0,255.0,160.0,160.0,,,,,,0,,202110,
1stPlayer Mi6 (BLACK),67000.0,https://prod.danawa.com/info/?pcode=20779475&cate=112775,1stPlayer,20779475,//img.danawa.com/prod_img/500000/475/779/img/20779475_1.jpg?shrink=330:*&_v=20230704163541,PC케이스(M-ATX),미니타워,,,20,,1,1,4.0,,,,메쉬,,강화유리,,,,,6,205.0,352.0,440.0,340.0,165.0,160.0,3.0,360.0,,,,0,,202307,
잘만 ZM-RCG422 PCIe 4.0 x16 라이저 케이블,76430.0,https://prod.danawa.com/info/?pcode=14482634&cate=112775,잘만,14482634,//img.danawa.com/prod_img/500000/634/482/img/14482634_1.jpg?shrink=330:*&_v=20210615160401,액세서리,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,202106,
Antec P10 FLUX,111000.0,https://prod.danawa.com/info/?pcode=13029410&cate=112775,Antec,13029410,//img.danawa.com/prod_img/500000/410/029/img/13029410_1.jpg?shrink=330:*&_v=20220429180300,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,1,3,3,7.0,,5.0,,,,,120mm x1,120mm x3,,120mm x1,2,220.0,486.0,477.0,350.0,175.0,205.0,3.0,,360.0,120.0,,0,,202012,
BRAVOTEC 디파이 B40 (블랙),52150.0,https://prod.danawa.com/info/?pcode=3632383&cate=112775,BRAVOTEC,3632383,//img.danawa.com/prod_img/500000/383/632/img/3632383_1.jpg?shrink=330:*&_v=20190927100127,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,,,,,아크릴,120mm 이상,200mm,,,3,265.0,330.0,345.0,295.0,168.0,165.0,2.0,240.0,,120.0,,0,,201512,
잘만 N3 FM 강화유리 (블랙),35630.0,https://prod.danawa.com/info/?pcode=14916101&cate=112775,잘만,14916101,//img.danawa.com/prod_img/500000/101/916/img/14916101_1.jpg?shrink=330:*&_v=20221212141158,PC케이스(ATX),미들타워,파워미포함,,38,,1,1,7.0,,6.0,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,211.0,445.0,379.0,310.0,163.0,180.0,3.0,,360.0,120.0,,0,,202108,
1stPlayer MV8 (Black),74000.0,https://prod.danawa.com/info/?pcode=21548477&cate=112775,1stPlayer,21548477,//img.danawa.com/prod_img/500000/477/548/img/21548477_1.jpg?shrink=330:*&_v=20230725082344,PC케이스(ATX),미들타워,,,38,,2,,,,,,강화유리,,강화유리,,,,,10,285.0,436.0,435.0,410.0,155.0,210.0,3.0,360.0,,,360.0,0,,202307,
Fractal Design Define 7 XL,319000.0,https://prod.danawa.com/info/?pcode=10958544&cate=112775,Fractal Design,10958544,//img.danawa.com/prod_img/500000/544/958/img/10958544_1.jpg?shrink=330:*&_v=20221006083410,PC케이스(ATX),빅타워,파워미포함,표준-ATX,39,1,8,2,12.0,,3.0,,일반(솔리드),,,140mm x1,140mm x2,,,11,240.0,566.0,604.0,359.0,185.0,250.0,,480.0,480.0,120.0,,0,,202003,
마이크로닉스 LO1- FINO Plus,46890.0,https://prod.danawa.com/info/?pcode=16298882&cate=112775,마이크로닉스,16298882,//img.danawa.com/prod_img/500000/882/298/img/16298882_1.jpg?shrink=330:*&_v=20220127162056,HTPC 케이스,슬림(LP),파워미포함,TFX,20,1,1,1,4.0,,1.0,,,,,,80mm x1,,,3,102.0,338.0,374.0,195.0,70.0,195.0,,,,,,0,,202201,
darkFlash V4.0 라이저 케이블 (215mm),56350.0,https://prod.danawa.com/info/?pcode=17396630&cate=112775,darkFlash,17396630,//img.danawa.com/prod_img/500000/630/396/img/17396630_1.jpg?shrink=330:*&_v=20220705151856,액세서리,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,202207,
Antec NX200M RGB MESH 강화유리,41970.0,https://prod.danawa.com/info/?pcode=17224280&cate=112775,Antec,17224280,//img.danawa.com/prod_img/500000/280/224/img/17224280_1.jpg?shrink=330:*&_v=20220610095603,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,20,,2,1,4.0,,3.0,3,,스윙도어,강화유리,120mm LED x1,120mm LED x2,,,3,200.0,390.0,351.0,290.0,155.0,150.0,2.0,,240.0,120.0,,0,RGB,202206,
리안리 4슬롯 범용 PCIe 4.0 라이저 케이블 킷 (화이트),93040.0,https://prod.danawa.com/info/?pcode=20711444&cate=112775,리안리,20711444,//img.danawa.com/prod_img/500000/444/711/img/20711444_1.jpg?shrink=330:*&_v=20230628130539,액세서리,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,202306,
1stPlayer SP7 (WHITE),92000.0,https://prod.danawa.com/info/?pcode=19109651&cate=112775,1stPlayer,19109651,//img.danawa.com/prod_img/500000/651/109/img/19109651_1.jpg?shrink=330:*&_v=20230222161650,PC케이스(ATX),미들타워,,,38,,1,2,7.0,,,,강화유리,,강화유리,,,,,6,308.0,380.0,425.0,400.0,185.0,200.0,3.0,360.0,,,280.0,0,,202302,
darkFlash DK300M RGB 강화유리 (블랙),31860.0,https://prod.danawa.com/info/?pcode=15140402&cate=112775,darkFlash,15140402,//img.danawa.com/prod_img/500000/402/140/img/15140402_1.jpg?shrink=330:*&_v=20220513104144,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,1,4.0,,3.0,3,,,강화유리,120mm LED x1,120mm LED  x2,,,3,200.0,385.0,350.0,295.0,160.0,170.0,2.0,,240.0,120.0,,0,RGB,202109,
마이크로닉스 COOLMAX 쉐도우2 강화유리,137680.0,https://prod.danawa.com/info/?pcode=13301009&cate=112775,마이크로닉스,13301009,//img.danawa.com/prod_img/500000/009/301/img/13301009_1.jpg?shrink=330:*&_v=20210203140209,,빅타워,,표준-ATX,38,,2,4,7.0,,,,,,강화유리,,,,,3,250.0,580.0,642.0,475.0,180.0,230.0,,360.0,240.0,,,0,,202102,
앱코 NCORE 아수라 풀 아크릴 (블랙),46490.0,https://prod.danawa.com/info/?pcode=4678115&cate=112775,앱코 NCORE,4678115,//img.danawa.com/prod_img/500000/115/678/img/4678115_1.jpg?shrink=330:*&_v=20191230134853,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,1,2,3,7.0,,3.0,3,,,아크릴,120mm LED,120mm LED x2,,,3,194.0,491.0,436.0,370.0,159.0,,2.0,,240.0,120.0,,0,,201611,
JONSBO D31 MESH (WHITE),88830.0,https://prod.danawa.com/info/?pcode=18651443&cate=112775,JONSBO,18651443,//img.danawa.com/prod_img/500000/443/651/img/18651443_1.jpg?shrink=330:*&_v=20230125085002,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,276,,1,2,4.0,,,,메쉬,,강화유리,,,,,10,205.0,363.0,452.0,400.0,168.0,220.0,3.0,360.0,,120.0,,0,,202301,
마이크로닉스 오피스,32500.0,https://prod.danawa.com/info/?pcode=10359000&cate=112775,마이크로닉스,10359000,//img.danawa.com/prod_img/500000/000/359/img/10359000_1.jpg?shrink=330:*&_v=20200116111923,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,1,1,4,7.0,,3.0,,,,,120mm x1,120mm x2,,,3,203.0,443.0,393.0,317.0,161.0,,,,,,,0,,202001,
3RSYS R10 아트오브제 01 (WHITE),45000.0,https://prod.danawa.com/info/?pcode=17739266&cate=112775,3RSYS,17739266,//img.danawa.com/prod_img/500000/266/739/img/17739266_1.jpg?shrink=330:*&_v=20230525171623,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,20,,2,2,4.0,,2.0,,,스윙도어,강화유리,120mm x1,140mm x1,,,3,200.0,450.0,369.0,320.0,158.0,180.0,2.0,240.0,,,,0,,202208,
HYTE Y40 (화이트),189000.0,https://prod.danawa.com/info/?pcode=18846341&cate=112775,HYTE,18846341,//img.danawa.com/prod_img/500000/341/846/img/18846341_1.jpg?shrink=330:*&_v=20230127152815,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,,,6.0,4.0,2.0,,강화유리,,강화유리,120mm x1,,,120mm x1,10,240.0,472.0,439.0,422.0,183.0,224.0,3.0,360.0,,120.0,280.0,0,,202301,
3RSYS L920 SILENCE (화이트),127000.0,https://prod.danawa.com/info/?pcode=15849752&cate=112775,3RSYS,15849752,//img.danawa.com/prod_img/500000/752/849/img/15849752_1.jpg?shrink=330:*&_v=20230525171757,PC케이스(ATX),미들타워,파워미포함,,23,,4,2,7.0,,4.0,,,,,140mm x1,140mm x3,,,2,232.0,503.0,475.0,390.0,180.0,200.0,3.0,360.0,280.0,120.0,,0,,202112,
리안리 O11DXL-1 4.0 라이저 케이블 키트,88030.0,https://prod.danawa.com/info/?pcode=14701595&cate=112775,리안리,14701595,//img.danawa.com/prod_img/500000/595/701/img/14701595_1.jpg?shrink=330:*&_v=20210709104156,액세서리,,,,0,,,,3.0,,,,,,,,,,,0,,,,,,,,,,,,0,,202107,
darkFlash DLX200 MESH RGB 강화유리 (블랙),111670.0,https://prod.danawa.com/info/?pcode=17525390&cate=112775,darkFlash,17525390,//img.danawa.com/prod_img/500000/390/525/img/17525390_1.jpg?shrink=330:*&_v=20230217084017,PC케이스(ATX),미들타워,파워미포함,표준-ATX,23,,3,2,7.0,,4.0,4,메쉬,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,6,233.0,495.0,468.0,395.0,180.0,240.0,3.0,360.0,360.0,140.0,240.0,0,RGB,202207,
앱코 SUITMASTER 361G 칼리스토 강화유리 DOUBLING (블랙),80000.0,https://prod.danawa.com/info/?pcode=5633207&cate=112775,앱코 SUITMASTER,5633207,//img.danawa.com/prod_img/500000/207/633/img/5633207_1.jpg?shrink=330:*&_v=20191007160638,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,4,7,7.0,,4.0,4,,,강화유리,120mm 화이트 LED,120mm 화이트 LED x3,,,3,216.0,494.0,469.0,380.0,163.0,215.0,3.0,360.0,360.0,120.0,,0,,201711,
앱코 NCORE 언더바,19900.0,https://prod.danawa.com/info/?pcode=8043859&cate=112775,앱코,8043859,//img.danawa.com/prod_img/500000/859/043/img/8043859_1.jpg?shrink=330:*&_v=20221005104539,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,1,2,2,7.0,,1.0,,일반(솔리드),,,120mm x1,,,,3,198.0,413.0,375.0,310.0,163.0,200.0,,,,,,0,,201905,
앱코 C20 크리스탈 (블랙),24000.0,https://prod.danawa.com/info/?pcode=18684110&cate=112775,앱코,18684110,//img.danawa.com/prod_img/500000/110/684/img/18684110_1.jpg?shrink=330:*&_v=20230106083225,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,1.0,,일반(솔리드),,통풍구,120mm,,,,3,200.0,415.0,385.0,320.0,165.0,,,,,,,0,,202301,
JONSBO U4 PRO MESH (BLACK),89000.0,https://prod.danawa.com/info/?pcode=20555480&cate=112775,JONSBO,20555480,//img.danawa.com/prod_img/500000/480/555/img/20555480_1.jpg?shrink=330:*&_v=20230615104450,PC케이스(ATX),미들타워,파워미포함,,22,,1,2,,,,,,,,,,,,10,202.0,426.0,395.0,330.0,160.0,190.0,,240.0,,,,0,,202306,
darkFlash VB-X 4.0 라이저 케이블 지지대 KIT 215mm (화이트),63900.0,https://prod.danawa.com/info/?pcode=17584208&cate=112775,darkFlash,17584208,//img.danawa.com/prod_img/500000/208/584/img/17584208_1.jpg?shrink=330:*&_v=20220802150100,액세서리,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,202208,
쿨러마스터 MASTER BOX TD500 Mesh V2 Street Fighter 6 Chun-Li,153000.0,https://prod.danawa.com/info/?pcode=28059506&cate=112775,쿨러마스터,28059506,//img.danawa.com/prod_img/500000/506/059/img/28059506_1.jpg?shrink=330:*&_v=20230906144423,PC케이스(ATX),미들타워,파워미포함,,103,,2,3,7.0,,4.0,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,,,10,210.0,500.0,499.0,410.0,165.0,200.0,3.0,360.0,360.0,120.0,,0,ARGB,202309,
Antec P20CE ELITE 6FAN METAL MESH SOLID,109000.0,https://prod.danawa.com/info/?pcode=18728459&cate=112775,Antec,18728459,//img.danawa.com/prod_img/500000/459/728/img/18728459_1.jpg?shrink=330:*&_v=20230111130240,PC케이스(ATX),미들타워,,,23,,2,2,7.0,,6.0,,,,강철,120mm x1,120mm x3,,120mm x2,8,220.0,490.0,469.0,375.0,170.0,410.0,3.0,360.0,360.0,120.0,,0,,202301,
darkFlash DLM22 RGB 강화유리 (화이트),47980.0,https://prod.danawa.com/info/?pcode=8457879&cate=112775,darkFlash,8457879,//img.danawa.com/prod_img/500000/879/457/img/8457879_1.jpg?shrink=330:*&_v=20221005125537,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,1.0,1,일반(솔리드),스윙도어,강화유리,120mm LED x1,,,,3,208.0,425.0,362.0,350.0,160.0,210.0,2.0,240.0,,120.0,,0,RGB,201907,
쿨러마스터 MasterFrame 700,264940.0,https://prod.danawa.com/info/?pcode=13848668&cate=112775,쿨러마스터,13848668,//img.danawa.com/prod_img/500000/668/848/img/13848668_1.jpg?shrink=330:*&_v=20230313095601,,빅타워,,표준-ATX,231,,4,3,8.0,,,,,,강화유리,,,,,24,306.0,410.0,702.0,450.0,158.0,210.0,,420.0,360.0,,,0,,202104,
리안리 LANCOOL III RGB (White),229000.0,https://prod.danawa.com/info/?pcode=17661170&cate=112775,리안리,17661170,//img.danawa.com/prod_img/500000/170/661/img/17661170_1.jpg?shrink=330:*&_v=20220816140820,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,4,8,8.0,,4.0,3,,스윙도어,강화유리,140mm x1,140mm LED x3,,,6,238.0,523.0,526.0,435.0,187.0,220.0,3.0,420.0,420.0,,,0,ARGB,202208,
Fractal Design Torrent Nano Black RGB TG Light Tint,219980.0,https://prod.danawa.com/info/?pcode=16407560&cate=112775,Fractal Design,16407560,//img.danawa.com/prod_img/500000/560/407/img/16407560_1.jpg?shrink=330:*&_v=20220426160651,미니ITX,미니ITX(리틀밸리),파워미포함,표준-ATX,0,,1,3,3.0,,1.0,1,,,강화유리,,180mm LED x1,,,0,222.0,374.0,417.0,335.0,165.0,200.0,,,240.0,120.0,,0,ARGB,202202,
앱코 SUITMASTER P1000 강화유리 (블랙),70200.0,https://prod.danawa.com/info/?pcode=13658789&cate=112775,앱코,13658789,//img.danawa.com/prod_img/500000/789/658/img/13658789_1.jpg?shrink=330:*&_v=20230217084909,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,3,10.0,,4.0,,메쉬,스윙도어,강화유리,140mm x1,140mm x3,,,6,230.0,460.0,400.0,340.0,185.0,200.0,3.0,240.0,360.0,120.0,,0,,202103,
NZXT H7 Flow (Matte White),185600.0,https://prod.danawa.com/info/?pcode=17136002&cate=112775,NZXT,17136002,//img.danawa.com/prod_img/500000/002/136/img/17136002_1.jpg?shrink=330:*&_v=20230405091345,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,2,2,7.0,,2.0,,,,강화유리,120mm x1,120mm x1,,,12,230.0,505.0,480.0,400.0,185.0,240.0,3.0,360.0,360.0,140.0,,0,,202205,
GIGABYTE C301 GLASS (BLACK),98250.0,https://prod.danawa.com/info/?pcode=19536143&cate=112775,GIGABYTE,19536143,//img.danawa.com/prod_img/500000/143/536/img/19536143_1.jpg?shrink=330:*&_v=20230404164100,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,2,2,7.0,,4.0,4,메쉬,,강화유리,120mm LED x1,120mm LED x3,,,6,220.0,486.0,473.0,400.0,170.0,180.0,3.0,360.0,360.0,120.0,,0,ARGB,202303,
darkFlash DLX4000 MESH 강화유리 (블랙),102930.0,https://prod.danawa.com/info/?pcode=18538994&cate=112775,darkFlash,18538994,//img.danawa.com/prod_img/500000/994/538/img/18538994_1.jpg?shrink=330:*&_v=20230615162513,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,,,7.0,,4.0,,메쉬,,강화유리,120mm x1,120mm x3,,,10,248.0,456.0,473.0,425.0,185.0,280.0,3.0,360.0,280.0,120.0,360.0,0,,202212,
앱코 SUITMASTER 391T 아르카스 강화유리,49000.0,https://prod.danawa.com/info/?pcode=12969350&cate=112775,앱코,12969350,//img.danawa.com/prod_img/500000/350/969/img/12969350_1.jpg?shrink=330:*&_v=20210105130138,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,2,5,7.0,,4.0,4,,,강화유리,120mm LED x1,140mm LED x3,,,3,215.0,490.0,470.0,400.0,165.0,220.0,3.0,360.0,360.0,120.0,,0,RGB,202012,
리안리 PC-O11D EVO 프론트 메쉬 킷 (White),26330.0,https://prod.danawa.com/info/?pcode=16339118&cate=112775,리안리,16339118,//img.danawa.com/prod_img/500000/118/339/img/16339118_1.jpg?shrink=330:*&_v=20220208123024,액세서리,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,202202,
NEWZEN SKULL X50 RGB 4FAN 강화유리 (블랙),46440.0,https://prod.danawa.com/info/?pcode=28129139&cate=112775,NEWZEN,28129139,//img.danawa.com/prod_img/500000/139/129/img/28129139_1.jpg?shrink=330:*&_v=20230912104846,PC케이스(ATX),미들타워,파워미포함,표준-ATX,22,,2,5,7.0,3.0,4.0,4,메쉬,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,3,220.0,490.0,395.0,350.0,185.0,180.0,3.0,280.0,360.0,120.0,,0,RGB,202309,
DAVEN JUST 강화유리 (블랙),31270.0,https://prod.danawa.com/info/?pcode=18146624&cate=112775,DAVEN,18146624,//img.danawa.com/prod_img/500000/624/146/img/18146624_1.jpg?shrink=330:*&_v=20230519151431,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,2,4.0,,1.0,1,,스윙도어,강화유리,120mm LED x1,,,,2,200.0,425.0,378.0,320.0,158.0,180.0,3.0,240.0,240.0,120.0,,0,RGB,202210,
1stPlayer SP5-G (WHITE),76450.0,https://prod.danawa.com/info/?pcode=19109243&cate=112775,1stPlayer,19109243,//img.danawa.com/prod_img/500000/243/109/img/19109243_1.jpg?shrink=330:*&_v=20230310124730,PC케이스(M-ATX),미니타워,,,36,,1,2,4.0,,,,강화유리,,강화유리,,,,,6,255.0,335.0,338.0,320.0,140.0,140.0,2.0,240.0,,,240.0,0,,202302,
NZXT H5 Elite (Matte Black),219840.0,https://prod.danawa.com/info/?pcode=18108959&cate=112775,NZXT,18108959,//img.danawa.com/prod_img/500000/959/108/img/18108959_1.jpg?shrink=330:*&_v=20230405091221,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,1,1,7.0,,3.0,2,강화유리,,강화유리,,140mm LED x2,,120mm x1,10,227.0,464.0,446.0,365.0,165.0,200.0,2.0,240.0,280.0,120.0,,0,,202210,
Antec P20C ELITE 6FAN METAL MESH 강화유리 (Black),112000.0,https://prod.danawa.com/info/?pcode=18728303&cate=112775,Antec,18728303,//img.danawa.com/prod_img/500000/303/728/img/18728303_1.jpg?shrink=330:*&_v=20230828152814,PC케이스(ATX),미들타워,,,23,,2,2,7.0,,6.0,,,,강화유리,120mm x1,120mm x3,,120mm x2,8,220.0,490.0,469.0,375.0,170.0,410.0,3.0,360.0,360.0,120.0,,0,,202301,
아이구주 HATCH 6 플렉스 메쉬 강화유리 (블랙),39690.0,https://prod.danawa.com/info/?pcode=11113710&cate=112775,아이구주,11113710,//img.danawa.com/prod_img/500000/710/113/img/11113710_1.jpg?shrink=330:*&_v=20200522131203,PC케이스(ATX),미들타워,파워미포함,표준-ATX,6,,2,2,7.0,,6.0,4,,,강화유리,120mm LED x1,120mm LED x3,120mm x2,,3,190.0,450.0,380.0,325.0,160.0,,3.0,240.0,360.0,120.0,,0,RGB,202004,
ASUS A21 (Black),86660.0,https://prod.danawa.com/info/?pcode=27678905&cate=112775,ASUS,27678905,//img.danawa.com/prod_img/500000/905/678/img/27678905_1.jpg?shrink=330:*&_v=20230821155147,PC케이스(M-ATX),미들타워,,,36,,2,1,,,1.0,,메쉬,,강화유리,120mm x1,,,,2,220.0,465.0,430.0,380.0,165.0,210.0,3.0,360.0,,120.0,,0,,202308,
JONSBO D41 MESH (BLACK),88980.0,https://prod.danawa.com/info/?pcode=18651467&cate=112775,JONSBO,18651467,//img.danawa.com/prod_img/500000/467/651/img/18651467_1.jpg?shrink=330:*&_v=20230125085052,PC케이스(ATX),미들타워,파워미포함,표준-ATX,6,,2,2,7.0,,,,메쉬,,강화유리,,,,,10,205.0,407.0,452.0,400.0,168.0,220.0,3.0,360.0,,120.0,,0,,202301,
NEWZEN SKULL M10 1FAN MESH (Black),23500.0,https://prod.danawa.com/info/?pcode=19024361&cate=112775,NEWZEN,19024361,//img.danawa.com/prod_img/500000/361/024/img/19024361_1.jpg?shrink=330:*&_v=20230621130455,PC케이스(M-ATX),미니타워,파워미포함,표준-ATX,36,,2,4,4.0,,1.0,,메쉬,,강철,120mm x1,,,,3,190.0,353.5,305.0,255.0,160.0,,1.0,,,120.0,,0,,202302,
3RSYS L600 (블랙),76000.0,https://prod.danawa.com/info/?pcode=15823037&cate=112775,3RSYS,15823037,//img.danawa.com/prod_img/500000/037/823/img/15823037_1.jpg?shrink=330:*&_v=20230525171622,PC케이스(ATX),미들타워,파워미포함,표준-ATX,23,,3,2,7.0,,6.0,4,,스윙도어,강화유리,140mm LED x1,140mm LED x3,140mm x2,,3,233.0,487.0,484.0,400.0,180.0,200.0,3.0,360.0,360.0,,,0,RGB,202112,
마이크로닉스 EM2-STEREO (블랙),47980.0,https://prod.danawa.com/info/?pcode=16813127&cate=112775,마이크로닉스,16813127,//img.danawa.com/prod_img/500000/127/813/img/16813127_1.jpg?shrink=330:*&_v=20221221140719,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,4.0,4,,,강화유리,120mm LED x1,140mm LED x2,,,3,220.0,490.0,394.0,340.0,160.0,180.0,3.0,280.0,360.0,,,0,RGB,202204,
앱코 SUITMASTER P3000 제우스 ARGB (화이트),89000.0,https://prod.danawa.com/info/?pcode=17764370&cate=112775,앱코,17764370,//img.danawa.com/prod_img/500000/370/764/img/17764370_1.jpg?shrink=330:*&_v=20230217084850,PC케이스(ATX),미들타워,파워미포함,표준-ATX,39,,3,2,10.0,,4.0,4,메쉬,스윙도어,강화유리,140mm LED x1,140mm LED x3,,,6,235.0,485.0,500.0,425.0,178.0,230.0,3.0,360.0,360.0,140.0,,0,ARGB,202209,
마이크로닉스 OM1-CIRCLE (BLACK),40530.0,https://prod.danawa.com/info/?pcode=12491429&cate=112775,마이크로닉스,12491429,//img.danawa.com/prod_img/500000/429/491/img/12491429_1.jpg?shrink=330:*&_v=20201021131932,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,2,7.0,,3.0,2,,,강화유리,120mm LED x1,"120mm LED x1 , 120mm x1",,,3,210.0,465.0,368.0,320.0,160.0,190.0,2.0,240.0,240.0,,,0,화이트,202010,
리안리 PC-O11D XL ROG (White),349000.0,https://prod.danawa.com/info/?pcode=9944412&cate=112775,리안리,9944412,//img.danawa.com/prod_img/500000/412/944/img/9944412_1.jpg?shrink=330:*&_v=20191119114005,PC케이스(ATX),빅타워,파워미포함,표준-ATX,39,,4,6,9.0,,,,,,강화유리,,,,,10,285.0,513.0,471.0,446.0,167.0,220.0,3.0,360.0,360.0,,,0,RGB,201911,
COX D200 강화유리 (라벤더),77500.0,https://prod.danawa.com/info/?pcode=14017445&cate=112775,COX,14017445,//img.danawa.com/prod_img/500000/445/017/img/14017445_1.jpg?shrink=330:*&_v=20210714165529,PC케이스(ATX),미들타워,파워미포함,표준-ATX,38,,2,3,7.0,,4.0,4,,,강화유리,120mm LED x1,120mm LED x3,,,2,210.0,495.0,385.0,330.0,160.0,180.0,3.0,280.0,360.0,120.0,,0,RGB,202104,
DEEPCOOL CH560 DIGITAL (Black),140170.0,https://prod.danawa.com/info/?pcode=20516747&cate=112775,DEEPCOOL,20516747,//img.danawa.com/prod_img/500000/747/516/img/20516747_1.jpg?shrink=330:*&_v=20230817161743,PC케이스(ATX),미들타워,파워미포함,,39,,3,2,7.0,,4.0,4,메쉬,,,120mm LED x1,140mm LED x3,,,10,230.0,471.0,458.0,380.0,175.0,170.0,,360.0,360.0,140.0,,0,,202306,
앱코 SUITMASTER 람세스 320 스펙트럼 SPIDER,95950.0,https://prod.danawa.com/info/?pcode=6304273&cate=112775,앱코 SUITMASTER,6304273,//img.danawa.com/prod_img/500000/273/304/img/6304273_1.jpg?shrink=330:*&_v=20190328141232,PC케이스(ATX),빅타워,파워미포함,표준-ATX,39,,2,3,9.0,,6.0,6,,,강화유리,120mm LED x2,,120mm LED x2,,3,262.0,567.0,370.0,315.0,190.0,300.0,2.0,,,280.0,,0,,201807,
