name,count
Firepro W5170M,1716
Radeon HD 6900M,1712
Ryzen 5 PRO 4650U with Radeon Graphics,1711
Radeon Vega 8 Ryzen 3 PRO 3200G,1710
Radeon Ryzen 7 7800X3D 8-Core,1708
GeForce GTX 760M,1702
Radeon HD 7750,1699
Radeon Ryzen 7 7700 8-Core,1691
Radeon E8860,1686
Radeon Eng Sample: 100-000000263-30_Y,1684
PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C2 Ryzen,1681
Radeon Vega 8 Ryzen 5 3550H,1679
Ryzen 3 5425U with Radeon Graphics,1677
Radeon R7 M380,1669
FirePro W600,1662
GeForce GT 755M,1657
Radeon HD HD7850M,1652
Radeon RX Vega 10,1648
Quadro K3000M,1643
Intel UHD Graphics 730,1641
FirePro M4000 Mobility Pro,1640
Radeon HD 8870M,1638
Ryzen 3 5400U with Radeon Graphics,1629
Intel Iris Pro P6300,1626
Radeon R7 M465X,1624
Radeon Vega 8 Ryzen 3 PRO 3200GE w/,1622
Ryzen 7 2700U with Radeon Vega,1617
GeForce GTX 480M,1617
Radeon Ryzen 3 5425U,1612
FirePro M4000,1610
Radeon RX Vega11,1605
Seria Radeon HD 7700,1604
Radeon HD 6790,1602
Radeon Vega 10 Ryzen 7 PRO 3700U w/,1602
Ryzen 3 PRO 5450U with Radeon Graphics,1601
Quadro P400,1599
Radeon Vega 8,1584
Quadro K2000D,1582
Radeon Vega 9,1582
Intel Iris Plus 650,1576
Radeon R9 M275X / M375,1575
Radeon Athlon Gold PRO 4150GE,1574
Radeon RX Vega 11 Ryzen 5 3350G,1572
GeForce GTX 555,1572
Quadro K2000,1568
Quadro P500,1565
Radeon Vega 10,1563
Radeon HD 7560D + HD 6670 Dual,1555
FirePro W4100,1549
Radeon HD 8470D + HD 7500 Dual,1545
Ryzen 3 5300U with Radeon Graphics,1545
Ryzen 3 PRO 4300U with Radeon Graphics,1543
Radeon Ryzen 3 5300U,1542
Ryzen 3 PRO 4450U with Radeon Graphics,1539
FirePro V8700,1539
Radeon R9 M275X,1537
GeForce GTX 550 Ti,1533
Radeon R7 FX-9830P RADEON,1516
GeForce GTX 285,1515
Radeon HD 4890,1514
GeForce 940MX,1510
Radeon R9 M370X,1509
Radeon Vega 6 Ryzen 3 3350U,1508
Radeon HD 7870M,1507
GeForce 845M,1507
Ryzen 5 2500U with Radeon Vega,1503
Radeon RX Vega 10 Ryzen 7 3700U,1502
Radeon Ryzen 9 7950X3D 16-Core,1498
GeForce GT 740,1493
Radeon HD 6670 + 7660D Dual,1492
Radeon Ryzen 5 PRO 4655G,1490
Radeon Ryzen 7 PRO 7745 8-Core,1487
Radeon HD 7660D + HD 6670 Dual,1485
Quadro 4000,1482
Radeon R9 M365X,1482
Intel UHD Graphics,1479
Radeon RX Vega 8,1474
Radeon Vega 10 Mobile,1473
Radeon 550X,1467
Radeon R9 255,1457
GeForce MX110,1453
Intel Iris Pro Graphics 6200,1450
GeForce GTX 660M,1443
Ryzen 5 PRO 4400GE with Radeon Graphics,1442
Radeon Eng Sample: 100-000000085-40_35/24_Y,1441
Radeon HD 8470D + HD 6670 Dual,1436
Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,1435
Radeon 540X,1433
Intel Iris 650,1433
Ryzen 3 PRO 5475U with Radeon Graphics,1432
Radeon Ryzen 3 PRO 4355GE,1432
Radeon HD 7560D + 7670 Dual,1426
Radeon Vega 6 Ryzen 3 PRO 3300U w/,1426
Radeon Vega 8 Mobile,1423
Radeon R7 M370,1418
GeForce GTX 275,1416
Radeon Vega 8 Ryzen 5 3500U,1410
Radeon Pro WX 4170,1409
Intel Iris 550,1401
Radeon Ryzen 7 3700U,1401
Radeon HD 4870,1397
Radeon HD 7560D + HD 7670 Dual,1380
FirePro W5130M,1379
Radeon HD 7850M,1373
FirePro M40003,1364
Radeon HD 8670D + 6670 Dual,1361
Quadro K2100M,1360
Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition,1357
Radeon 540,1352
Radeon HD 7560D + HD 7700 Dual,1347
Ryzen 3 4300U with Radeon Graphics,1343
Radeon HD 5770,1343
Intel Iris Plus 640,1343
FireStream 9270,1341
Radeon Vega 3 Athlon Gold 3150G,1334
Radeon Vega 8 Ryzen 5 PRO 3500U w/,1331
GeForce 930A,1325
Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,1323
Radeon HD 8670D + HD 7600 Dual,1318
Quadro 4000M,1317
FirePro M5950,1314
Radeon Vega 6 Ryzen 3 3300U,1314
GeForce GTS 450,1313
Radeon R7 PRO A8-8670E,1310
Radeon Vega 6,1310
Radeon HD 4870 X2,1309
GeForce GT 750M,1306
Tesla M2070-Q,1306
Radeon HD 8790M,1306
TENSOR 1.0 Driver Intel HD 630,1300
GeForce 930MX,1298
"Radeon R7 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",1293
Radeon Vega 9 Ryzen 5 3550H,1287
Radeon R7 A370,1281
RadeonT 610M,1277
FirePro 3D V8750,1272
FirePro V5900,1270
Radeon HD 8570D + HD 6670 Dual,1261
GeForce GTX 280,1260
Radeon HD 7560D + HD 7600 Dual,1258
Intel UHD Graphics 630,1254
Intel Iris 540,1250
Radeon 630,1245
Radeon HD 6770,1242
Quadro 2000 D,1239
Radeon HD 8570D + 6570 Dual,1239
Radeon HD 7660D + 6670 Dual,1238
Radeon HD 7560D + HD 6570 Dual,1237
Radeon R7 + R5 340 Dual,1235
Radeon Vega 8 Ryzen 5 3450U,1234
Radeon R7 + R7 250 Dual,1232
FirePro 3D V5800,1232
GeForce GTX 460M,1231
GeForce GTX 260,1229
GeForce GTX 760A,1226
GeForce GTX 560M,1222
Radeon HD 8670D + HD 6670 Dual,1222
Quadro FX 5800,1217
Radeon HD 8790M / R9 M290X,1211
Radeon HD 7730,1209
FirePro 3D V8700,1206
N16P-GX,1205
Radeon HD 7660D + 7540D Dual,1204
GeForce GT 650M,1204
Radeon R9 M270X,1204
GeForce GT 745A,1201
GeForce GPU,1200
Intel Iris Pro 5200,1197
Radeon HD 7750M,1191
Radeon R7 +8G,1191
GeForce GTX 295,1188
GeForce GT 640,1181
GeForce 840A,1180
FirePro V5800,1178
Radeon R7 Opteron X3421,1169
Quadro M500M,1168
Intel HD P630,1165
FireStream 9250,1165
Firepro W4190M,1164
Radeon Ryzen Embedded V2516,1164
Quadro K620M,1162
Radeon HD 5750,1162
NVS 810,1161
Barco MXRT 5400,1161
Intel Coffee Lake UHD,1158
Intel HD P530,1154
Radeon R7 M465,1150
Radeon 610M,1143
Radeon R7 A8-7690K,1141
Radeon HD 8850M / R9 M265X,1140
GeForce 830A,1138
Radeon R7 A10-7870K,1138
Radeon R7 A10-9700E RADEON,1138
Radeon HD 4850 X2,1132
Radeon HD 7560D + 6670 Dual,1131
Radeon HD 8650G + 7700M Dual,1126
Radeon HD 7660D + 7500 Dual,1121
FirePro M4170,1119
GeForce 940M,1119
Radeon R7 A12-9800 RADEON,1118
Radeon R9 M275,1115
Radeon 625,1114
Radeon R7 M460,1114
Intel HD 630,1112
GeForce 940A,1107
GeForce GT 545,1103
Radeon HD 7660D + 6570 Dual,1100
Quadro 2100M,1100
Radeon R7 430,1097
Radeon R7 M350,1097
Radeon R5 PRO A6-9500 2C+6G,1096
GeForce GT 745M,1094
GeForce GTX 850M - MODDED,1092
Mobility Radeon HD 5870,1092
Radeon R7 250,1088
Intel UHD Graphics 710,1087
GeForce 920MX,1085
Radeon R9 M265X,1085
Quadro K1100M,1082
MIRRORV3,1081
GeForce 840M,1081
Barco MXRT 5450,1079
Radeon R7 + R7 200 Dual,1077
Radeon 535,1072
Radeon HD 8450G + 8600/8700M Dual,1070
Radeon Ryzen 5 3450U,1063
Radeon HD 7660D + 7670 Dual,1062
Radeon Ryzen Embedded R2514,1061
Radeon HD 7520G + 7700M Dual,1061
Firepro M4100,1059
OPAL XT/GL,1053
Radeon HD 7670A,1050
GeForce GTX 850A,1050
Radeon R7 A12-9730P RADEON,1047
Radeon R7 + R7 240 Dual,1045
Radeon Vega 3 Athlon 3000G,1044
Radeon Vega 3 Athlon 300GE,1044
Radeon HD 8570D + 6670 Dual,1040
Intel UHD Graphics 620,1039
Radeon HD 8570D + HD 8570 Dual,1033
FirePro W4170M,1032
Radeon HD 8600/8700M,1030
Radeon R7 + R5 330 Dual,1028
Radeon R7 340,1027
Radeon HD 6750,1027
Radeon Vega 3 Mobile,1025
Radeon R9 A375,1024
Radeon HD 8670D + R7 240 Dual,1020
Radeon HD 6700M,1017
Quadro K2000M,1016
Quadro 3000M,1015
Radeon R5 A6-9500E 2C+4G,1015
Radeon RX Vega 6,1015
GeForce 930M,1015
Radeon R7 M260X,1010
Radeon HD 7690M XT,1009
GeForce 830M,1007
Radeon HD 7690M,1003
Radeon 530,1003
Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,1002
Radeon HD 8570D + R7 200 Dual,999
Radeon HD 7660G + HD 7500M/7600M Dual,999
Intel HD 530,997
Radeon HD 7640G + HD 8750M Dual,997
Radeon R7 A265,994
Quadro FX 4800,991
Radeon HD 7560D + 7570 Dual,985
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",985
Radeon HD 8690M,984
Radeon R5 340,984
Radeon HD 7560D + 7560D Dual,983
Radeon R7 A10-7850K,981
Quadro 2000D,980
Radeon R5 A10-9630P 4C+6G,977
FirePro V4900,977
Radeon HD 8670D + 8570 Dual,974
Radeon HD 8850M,973
Qualcomm Adreno 690 GPU,973
Radeon R7 PRO A10-9700E,972
Radeon R6 A10-9600P 4C+6G,970
Radeon R7 PRO A12-8870E,967
Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,967
Radeon HD 6770M,964
Radeon HD 8570D + R7 240 Dual,964
Radeon HD 8570,963
Radeon R7 PRO A8-9600,963
Radeon R7 M270DX,962
TENSOR 1.0 Driver Intel HD 530,958
Radeon HD 8750M,956
Radeon R6 Opteron X3418,955
Radeon HD 8670D + R7 200 Dual,950
Radeon HD 8570 + HD 7660D Dual,949
Quadro CX,947
Radeon HD 6670/7670,946
Radeon HD 7640G + 7690M Dual,946
Radeon R7 PRO A10-8850B,945
zxcvIntel HD 620,944
Quadro 2000,943
Radeon R5 430,942
Radeon HD 7660D + R7 240 Dual,942
Radeon R9 M375,941
Radeon R7 A12-9800E RADEON,941
Radeon R7 M445,940
Radeon HD 4850,939
Radeon HD 6750M,937
Radeon R7 PRO A12-9800E,937
Radeon HD 7560D + HD 8570 Dual,936
Radeon R7 PRO A12-9800,933
Radeon HD 7660G + 7730M Dual,931
Radeon R7 240 + HD 8670D Dual,930
FirePro M4150,929
Radeon R7 A10-9700 RADEON,929
Intel HD Graphics 620,927
Intel Iris Pro 6100,925
Radeon Vega 3 Athlon Gold PRO 3150GE,920
GeForce GT 645M,920
Radeon R7 240 + HD 8570D Dual,918
Radeon R7 A10 PRO-7850B,915
GRID M10-0Q,914
Intel Iris 6100,913
GeForce GT 640M,913
Radeon R7 A8-8650,913
GRID K220Q,912
GRID M6-0B,912
Radeon 6750M,911
Radeon R7 A8-7500,908
Radeon R7 A10-7860K,907
GRID P40-6Q,905
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",901
Radeon HD 8550G + 7600M Dual,901
Barco MXRT 7400,901
Barco MXRT 2600,900
Radeon R7 + R5 Dual,898
Radeon 620,897
7900 MOD - Radeon HD 6550D,893
Radeon R7 M440,893
Qualcomm Adreno 685 GPU,893
Intel UHD Graphics 617,893
FirePro W2100,892
Radeon HD 4770,888
Radeon Vega 3,888
Radeon R7 240,887
Radeon R7 + R5 435 Dual A10-9700 RADEON,886
Radeon R7 PRO A10-8770,886
Radeon HD 8650G + 7670M Dual,884
Radeon HD 7660G + HD 7730M Dual,882
Radeon E6760,877
Intel HD 520,872
Radeon R7 G,870
Radeon HD 8570D + HD 6570 Dual,868
Radeon Vega 3 Ryzen 3 3200U,866
Mobility Radeon HD 4850,866
Radeon HD 8470D + HD 6450 Dual,863
Radeon Vega 3 Athlon 300U,861
Intel HD 6000,859
Radeon 520,858
Radeon R7 PRO A12-8870,857
Radeon HD 8550G + HD 7600M Dual,855
FirePro 3D V4800,854
Radeon R5 A6-9500 2C+6G,853
Radeon R7 A8-7500 4C+6G,853
Radeon HD 8500M/8700M,853
GeForce 920A,850
Radeon R7 A8-7670K,849
Radeon R5 PRO A6-8570 2C+6G,847
Radeon Vega 3 Athlon Silver 3050U,845
Radeon R7 A10-8750,844
Radeon R7 A8-9600 RADEON,843
Radeon R5 435,841
FireGL V8600,839
Radeon HD 8470D + 6570 Dual,838
Radeon HD 8670D + R5 235 Dual,837
GeForce GT 635,836
Radeon HD 4830,836
Radeon HD 6650A,836
Radeon R7 A10 PRO-7800B,835
Radeon HD 7560D + 6570 Dual,833
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",833
Radeon HD 7520G + HD 7500/7600 Dual,832
Radeon HD 8650G + 8600/8700M Dual,832
Radeon HD 7660G + 7600M Dual,832
Intel HD 5200,830
GRID M60-0Q,827
GeForce GT 730,827
"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",825
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824
Radeon HD 3850 X2,822
Radeon HD 7540D + 7500 Dual,822
Radeon R7 A8-7680,821
Radeon HD 7670,821
Radeon HD 8650G + HD 7600M Dual,820
Radeon HD 8550G + HD 8750M Dual,819
Radeon R7 PRO A10-8770E,818
Radeon R7 M260DX,817
Radeon R7 FX-8800P,816
Radeon R7 A10 Extreme Edition,816
Radeon R9 M280X,814
Radeon Vega 3 Ryzen 3 3250U,813
GeForce GT 730M,813
Radeon HD 8670D + 7000 Dual,812
GeForce GT 445M,811
Radeon Ryzen 3 3250U,809
Radeon R7 PRO A10-9700,807
Mi Pad 5 Adreno 640 GPU,806
Radeon HD 8550G + 8600/8700M Dual,803
Radeon R5 M435,802
"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",800
Quadro FX 3800,800
Radeon HD 8650G + HD 8790M Dual,800
Radeon 535DX,799
Radeon HD 6800M,799
GeForce 9800 GX2,798
Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,796
Radeon HD 8550G + 8750M Dual,796
Radeon R8 M445DX,796
Radeon HD 5670,794
GeForce GT 740M,790
Quadro K1000M,788
Radeon R7 A10-7700K,788
A40-6Q,787
Radeon HD 8650G + 8750M Dual,787
GeForce 825M,784
Radeon R7 PRO A6-9500 2C+6G,781
Radeon R7 A365,781
Radeon RX Vega 6 Ryzen 3 3200U,781
Quadro 2000M,780
Radeon R7 A8-7600,780
Radeon HD 8650G + HD 8750M Dual,779
Radeon R7 A10-7890K,777
Radeon HD 7660G + HD 7700M Dual,777
Radeon HD 7640G + 7500M/7600M Dual,776
Radeon HD 7600M + 7600M Dual,773
Radeon HD 8650G N HD 8650G + HD 8570M Dual,773
Mobility Radeon HD 5000,773
Radeon R7 A10-8850,773
GeForce GT 440,773
GeForce 730A,772
Radeon Vega 3 Ryzen Embedded R1505G,772
Radeon R5 PRO A6-9500E 2C+4G,771
Radeon HD 4810,769
GeForce 9800 GTX,769
Radeon R7 M365X,768
Radeon R7 M270,767
Radeon HD 8650G + HD 8600/8700M Dual,764
Mobility Radeon HD 5850,763
Quadro K420,763
Radeon HD 6450 + 8470D Dual,763
Radeon HD 7660G + HD 7500/7600 Dual,760
Radeon R7 PRO A10-8750B,759
Radeon HD 7660G + HD 8500M Dual,758
Radeon HD 8650G + HD 8600M N HD 8600M Dual,758
Radeon HD 7660G + 7700M Dual,757
Quadro 1100M,755
Intel UHD Graphics 615,755
Radeon HD 7640G + 7450M Dual,754
Radeon HD 6650M,754
Radeon HD 8570D + HD 7000 Dual,753
Quadro K600,751
IncrediblE HD 4600,750
Radeon HD 7730M,750
Radeon M535DX,750
Radeon HD 7640G + 7650M Dual,747
Radeon HD 7660G + HD 8600/8700M Dual,747
Radeon HD 8670D + R5 330 Dual,746
Intel Iris 5100,746
Radeon HD 7660G + 7610M Dual,746
Radeon R5 235 + HD 7560D Dual,744
Radeon HD 7660G + 7670M Dual,743
Radeon R7 A12-9720P RADEON,743
GeForce GT 730A,743
Radeon HD 8650G + 7600M Dual,742
Radeon R7 A12-9700P RADEON,741
Radeon R7 FX-9800P RADEON,740
Intel Poison Ivy,739
GeForce GT 340,738
Radeon HD 7670M + 7670M Dual,738
Radeon R5 235 + HD 8570D Dual,738
Radeon R7 A8-7650K,734
Radeon R5 A10-9620P 4C+6G,732
Radeon HD 6670,731
Radeon R7 PRO A8-8650B,729
Radeon HD 7550M/7650M,729
GRID K140Q,728
GeForce 920M,726
Intel HD 615,725
Quadro K610M,723
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,723
Radeon HD 8650G + R5 M200 Dual,723
Radeon HD 8730M,722
Asus GTX 650 FML II EC-EGPU,721
Mobility Radeon HD 4870,720
Radeon HD 7540D + 6570 Dual,720
Intel UHD Graphics 610,719
Radeon HD 8670D + HD 7000 Dual,719
Radeon R7 A10-7800,718
Radeon HD 8470D + 6450 Dual,717
Radeon Athlon Gold 3150U,716
Radeon HD 8650G + HD 8570M Dual,716
NVS 510,715
Radeon Vega 3 Athlon 320GE,715
"Radeon R5 A6-9500E RADEON R5, 6 COMPUTE CORES 2C+4",712
Radeon HD 7660G + HD 8670M Dual,711
Radeon HD 3870 X2,709
Radeon HD 6550A,708
Radeon HD 7660G + HD 7670M Dual,707
Radeon HD 7640G + 7600M Dual,706
Radeon HD 7660G N HD 7660G + HD 7670M Dual,705
Radeon HD 7640G + HD 7600M Dual,704
"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",703
TRINITY DEVASTATOR MOBILE,699
Radeon HD 7570M/HD 7670M,699
Intel HD 610,696
Radeon R5 PRO A10-8730B 4C+6G,695
Radeon R5 PRO A6-9500B 2C+4G,693
"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",693
Radeon HD 7640G + 7700M Dual,691
Radeon R5 PRO A6-8530B 2C+4G,690
Radeon HD 7640G + 8600/8700M Dual,689
Radeon HD 8650G + R5 M230 Dual,686
Radeon HD 8550D,685
Radeon HD 6630M,685
GeForce GT 630,683
GRID P40-3Q,681
Radeon Athlon Silver 3050U,680
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,680
Radeon HD 7640G N HD 7640G + HD 7670M Dual,680
GeForce GT 530,679
GeForce GTS 160M,679
Radeon HD 7640G + HD 8670M Dual,677
Radeon R5 A6-7480,677
Radeon HD 8610G + R5 M200 Dual,676
Quadro FX 4700 X2,676
GeForce GT 640M LE,672
Radeon R8 M535DX,670
Radeon R7 PRO A10-9700B,670
Radeon R7 PRO A12-9800B,669
GeForce GT 740A,668
Radeon R7 A8 PRO-7600B,666
Radeon HD 7640G + HD 8500M N HD 8500M Dual,666
FirePro M7740,665
Radeon HD 8550G + 8690M Dual,664
GeForce GT 555M,664
Radeon R7 M340,662
Radeon HD 5600/5700,661
FireGL V7700,660
Radeon HD 2900 XT,660
Radeon R5 PRO A8-9600B 4C+6G,659
GeForce GT 140,658
GeForce GTS 360M,656
Radeon HD 7640G + 8750M Dual,655
Radeon HD 8550G + HD 8600/8700M Dual,655
Radeon HD 8650G + 8570M Dual,654
Radeon HD 7520G + HD 8750M Dual,651
GRID K1,651
GeForce GTX 285M,650
SUMO 9640,650
FirePro V3900,650
Radeon R5 M430,649
FireStream 9170,647
Radeon HD 6670 + 6670 Dual,647
Radeon HD 8610G + HD 8500M Dual,646
Radeon HD 7640G + 7670M Dual,645
Radeon HD 7540D + HD 6450 Dual,643
"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",643
GeForce 8800 Ultra,643
Radeon R5 PRO A6-8570E 2C+4G,638
Radeon HD 7640G + 7400M Dual,637
Radeon HD 8450G + 8750M Dual,637
GeForce 9800 S,636
Intel HD P4600/P4700,636
Radeon HD 8650G + 8670M Dual,635
Radeon HD 8650G + HD 7670M Dual,634
Radeon HD 7660D + HD 7000 Dual,634
Radeon HD 7610M,632
GeForce GT 710,632
NVS 5400M,631
Radeon HD 7640G + HD 7700M N HD 7700M Dual,631
Radeon HD 7660G + 7470M Dual,631
Intel HD 4600,630
Radeon R7 A360,630
Radeon HD 8510G + HD 8500M Dual,630
Intel HD 515,629
GRID K160Q,628
Intel HD 510,628
Radeon HD 2900 PRO,628
Qualcomm Adreno 680 GPU,628
Radeon HD 7640G + 7500/7600 Dual,627
Radeon HD 8650G + 8500M Dual,627
Radeon HD 7570,627
GeForce GT 735M,626
Radeon HD 7520G + HD 8600/8700M Dual,624
GeForce 810A,622
Radeon HD 7640G + HD 7400M Dual,621
Radeon HD 8570 + 8670D Dual,620
Radeon HD 8550G + R5 M200 Dual,619
Radeon R5 A10-9600P 4C+6G,619
Radeon HD 8550G + 8600M Dual,618
Radeon HD 7500G + 7500M/7600M Dual,617
FireGL V7600,616
GeForce 720A,614
Radeon R6,614
Radeon HD 8650G + 8600M Dual,613
Radeon Vega 3 Athlon Gold 3150U,613
GeForce GT 720,612
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,612
7900 MOD - Radeon HD 6520G,610
Quadro K510M,610
Radeon HD 8610G + 8500M Dual,610
GeForce 9800 GTX/9800 GTX+,608
GeForce GTS 250,608
Radeon HD 7640G + HD 8500M Dual,607
Radeon HD 8650G + HD 8600M Dual,606
Radeon R6 M255DX,605
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",605
Intel HD P4600,605
Radeon Vega 3 3020e,605
"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",604
Quadro FX 3800M,604
Radeon HD 8550G + 8500M Dual,603
GeForce GT 430,602
GeForce GT 720A,601
Radeon HD 8610G + 8670M Dual,600
Radeon R8 M365DX,600
Qualcomm Adreno 7c+ Gen 3,598
Radeon R7 PRO A12-8800B,597
Matrox C420 LP PCIe x16,597
Radeon HD 8510G + 8500M Dual,596
Radeon R5 M330,596
GeForce 8800 GTX,596
Radeon HD 7640G + 7470M Dual,595
Radeon R7 PRO A12-8830B,594
Radeon HD 8550G + HD 8600M Dual,594
Surface Duo Adreno 640 GPU,592
GeForce 910M,591
Radeon HD 7520G + 7600M Dual,591
Radeon HD 7640G + HD 7700M Dual,589
Radeon HD 8610G + 8600M Dual,589
Radeon HD 7520G + 7610M Dual,588
Radeon HD 7660G + 7400M Dual,588
Radeon HD 7660G + 8670M Dual,588
Radeon HD 7640G + HD 8600/8700M Dual,587
Radeon R5 A6-8500P,587
Radeon HD 7640G + 8500M Dual,586
Radeon HD 8650G + HD 8670M Dual,585
Intel HD 5500,585
GeForce GT 550M,583
Radeon R7 A8-7A8-7600,583
Radeon HD 7520G + 7500/7600 Dual,582
GeForce GT 820M,581
Radeon HD 8550G + 8670M Dual,579
Radeon HD 8450G + R5 M230 Dual,578
Radeon HD 8610G + HD 8670M Dual,578
GeForce GTS 240,577
Radeon HD 7620G + 8670M Dual,577
Intel Skylake HD DT GT2,577
Radeon R5 A240,576
GeForce GTX 280M,576
GeForce 8800 GTS 512,575
Intel HD 5000,575
Radeon HD 7520G + HD 7700M Dual,575
Radeon R5 420,575
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,575
Radeon HD 8450G + HD 8670M Dual,575
Radeon HD 7650A,574
Intel i gfx-driver-ci-master-9938 DCH-I,573
Quadro 500M,571
Radeon R6 + R7 M265DX Dual,571
Quadro 1000M,570
GeForce GTS 250M,569
Radeon HD 7560D + 6450 Dual,569
GeForce GT 635M,566
Radeon HD 6610M,565
Radeon R7E,565
Radeon HD 7560D + R5 235 Dual,563
Radeon R7 M360,563
"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",562
Radeon HD 3870,560
Radeon HD 7640G + R5 M200 Dual,559
Radeon HD 6570,559
Radeon HD 8550G + HD 8500M Dual,559
Radeon HD 7640G + 8670M Dual,558
Radeon HD 7640G + 8570M Dual,558
GeForce 820A,555
GF117,554
Radeon R7 7850A10-7850K,551
Radeon HD 8650G,550
FireGL V8650,550
Radeon R5 M335,549
Mobility Radeon HD 3870,548
FirePro 3D V5700,547
Radeon HD 8550G + HD 8670M Dual,546
GeForce 615,546
Radeon HD 8450G + 8600M Dual,545
FirePro 3D V7750,545
Radeon HD 7520G + HD 7400M Dual,545
GeForce GT 630M,544
Radeon HD 7600G + HD 8670M Dual,544
Radeon R7 M265,543
Mobility Radeon HD 5570,543
Quadro FX 2700,543
Radeon HD 7520G + 7470M Dual,543
Quadro 600,542
Radeon R6 A10-8700P,541
Qualcomm Adreno 675 GPU,540
Radeon HD 8670D,538
Radeon R6 PRO A10-8700B 4C+6G,538
"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",535
Radeon HD 7560D + HD 7000 Dual,534
GRID K180Q,534
Radeon HD 8550G + 8570M Dual,533
Radeon R5 M255,532
Radeon R6 PRO A8-8600B 4C+6G,532
RADEON HD6530D,532
Radeon R5 240,529
Radeon HD 8550G + HD 8570M Dual,529
Radeon HD 7640G + 6400M Dual,527
Radeon HD 7600G N HD 7600G + HD ON HD Dual,526
Quadro FX 5600,525
GeForce GT 425M,524
Radeon HD 7660D + R5 235 Dual,524
GeForce GT 240,524
Radeon HD 7660G + HD 7600M Dual,523
Radeon HD 7520G + 7670M Dual,523
Intel HD 4400,522
MCT USB3.0 External Device,520
Radeon HD 8670M,520
GeForce GT 435M,520
Radeon HD 7640G + HD 7670M Dual,519
Radeon 6600M,518
NVS 5200M,518
IncrediblE HD 4000,517
Intel HD P4000,516
Radeon R5 330,513
Mobility Radeon HD 4830,512
Radeon HD 7640G + 7610M Dual,510
Radeon HD 7600G + HD 7550M Dual,509
Radeon HD 7620G + 8600M Dual,509
Radeon R5 PRO A6-8500B 2C+4G,508
Radeon HD 7620G + HD 8670M Dual,507
GeForce 9800 GTX+,507
GeForce 820M,506
Radeon Vega 2,506
GeForce GTS 150M,504
Radeon HD 8450G + HD 8750M Dual,504
Radeon HD 7660D,503
GeForce 8800 GT,501
Radeon R7 M265DX,499
Mobility Radeon HD 5730,498
TRINITY SCRAPPER MOBILE,498
SUMO 964A,498
Radeon HD 7500G + 7550M Dual,497
ASUS EAH4870x2,496
Radeon HD 7520G + HD 7670M Dual,495
GeForce 9600 GT,495
Radeon HD8530M,490
Radeon HD 8670D N HD 8670D + HD 8670D Dual,489
Radeon HD 8550G + R5 M230 Dual,488
Radeon R4E,487
GeForce GT 540M,487
Radeon HD 7520G + 7400M Dual,487
Radeon R7 M260,486
Radeon HD 8690A,486
Radeon HD 5570,483
Radeon HD 8610G + HD 8600M Dual,481
Radeon R5 M420,480
Quadro K500M,480
Mobility Radeon HD 5000 Serisi,479
Radeon 3020e,479
Mobility Radeon HD 3870 X2,478
Radeon HD 7600G + HD 7500M/7600M Dual,477
GeForce 800A,477
GeForce GT 625M,476
Radeon HD 7670M,476
GeForce 710A,475
Radeon R6 A8-8600P,475
Radeon HD 8450G + 8670M Dual,475
Radeon HD 7640G + HD 8570M Dual,475
Radeon HD 7660G,474
Radeon R5 M315,474
"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",472
FirePro 3D V3800,472
Radeon HD 8570D + R5 235 Dual,471
GeForce 9800 GT,470
GeForce 800M,470
Quadro FX 3600M,467
Quadro FX 1800M,467
GeForce GT 720M,466
SUMO 9644,466
Radeon HD 7660D + 7470 Dual,466
GeForce 710M,465
Radeon HD 7550M,465
FirePro V5700,465
Mobility Radeon HD 4670,463
GeForce 8800M GTX,462
Radeon HD 7560D,462
Radeon HD 7640G,461
GeForce 9800M GS,460
Radeon HD 7660G + HD 7600M N HD 7600M Dual,460
